game_pk,team,ks
716808,Detroit Tigers,10
716808,New York Yankees,16
716815,Baltimore Orioles,7
716815,Chicago White Sox,8
716816,Toronto Blue Jays,6
716816,Washington Nationals,9
716814,Boston Red Sox,6
716814,Houston Astros,7
716818,New York Mets,13
716818,Texas Rangers,12
716813,Cleveland Guardians,7
716813,Minnesota Twins,11
716809,San Diego Padres,1
716809,St. Louis Cardinals,12
716810,Chicago Cubs,4
716810,Milwaukee Brewers,9
716811,Kansas City Royals,5
716811,Pittsburgh Pirates,5
716812,Atlanta Braves,5
716812,Colorado Rockies,11
716804,Oakland Athletics,7
716804,Seattle Mariners,7
716823,Cincinnati Reds,14
716823,San Francisco Giants,12
716805,Arizona Diamondbacks,6
716805,Los Angeles Dodgers,4
716806,Los Angeles Angels,7
716806,Philadelphia Phillies,5
716807,Miami Marlins,7
716807,Tampa Bay Rays,7
716795,Detroit Tigers,10
716795,New York Yankees,11
716800,Baltimore Orioles,2
716800,Chicago White Sox,5
716801,Toronto Blue Jays,5
716801,Washington Nationals,6
716802,Boston Red Sox,6
716802,Houston Astros,3
716799,New York Mets,11
716799,Texas Rangers,8
716796,Cleveland Guardians,6
716796,Minnesota Twins,6
716797,San Diego Padres,8
716797,St. Louis Cardinals,10
716798,Chicago Cubs,8
716798,Milwaukee Brewers,12
716793,Kansas City Royals,8
716793,Pittsburgh Pirates,12
716791,Atlanta Braves,4
716791,Colorado Rockies,12
716790,Oakland Athletics,3
716790,Seattle Mariners,12
716803,Cincinnati Reds,8
716803,San Francisco Giants,7
716792,Arizona Diamondbacks,9
716792,Los Angeles Dodgers,3
716787,Los Angeles Angels,10
716787,Philadelphia Phillies,8
716786,Baltimore Orioles,9
716786,Chicago White Sox,8
716784,Cleveland Guardians,7
716784,Minnesota Twins,14
716782,San Diego Padres,2
716782,St. Louis Cardinals,7
716779,Chicago Cubs,9
716779,Milwaukee Brewers,8
716785,Toronto Blue Jays,7
716785,Washington Nationals,3
716789,Cincinnati Reds,10
716789,San Francisco Giants,8
716794,Boston Red Sox,7
716794,Houston Astros,7
716788,Oakland Athletics,8
716788,Seattle Mariners,9
716783,New York Mets,8
716783,Texas Rangers,7
716778,Miami Marlins,8
716778,Tampa Bay Rays,13
716781,Detroit Tigers,12
716781,New York Yankees,12
716780,Kansas City Royals,10
716780,Pittsburgh Pirates,6
716773,Atlanta Braves,5
716773,Colorado Rockies,9
716774,Arizona Diamondbacks,7
716774,Los Angeles Dodgers,7
716775,Detroit Tigers,11
716775,New York Yankees,8
716776,Miami Marlins,8
716776,Washington Nationals,2
716777,San Diego Padres,7
716777,San Francisco Giants,10
716768,Atlanta Braves,3
716768,Los Angeles Dodgers,14
716760,Miami Marlins,5
716760,Washington Nationals,5
716755,Los Angeles Angels,4
716755,Oakland Athletics,8
716754,Cleveland Guardians,11
716754,Tampa Bay Rays,10
716753,Chicago Cubs,7
716753,Cincinnati Reds,7
716750,Boston Red Sox,7
716750,Kansas City Royals,10
716751,New York Mets,6
716751,Seattle Mariners,12
716749,Chicago White Sox,4
716749,Detroit Tigers,7
716746,Houston Astros,5
716746,New York Yankees,13
716744,Pittsburgh Pirates,4
716744,St. Louis Cardinals,6
716752,Minnesota Twins,7
716752,Texas Rangers,8
716745,Milwaukee Brewers,11
716745,Philadelphia Phillies,13
716747,Arizona Diamondbacks,11
716747,Baltimore Orioles,8
716748,Colorado Rockies,10
716748,Toronto Blue Jays,7
716743,San Diego Padres,8
716743,San Francisco Giants,12
716741,Atlanta Braves,11
716741,Los Angeles Dodgers,9
716738,Chicago Cubs,12
716738,Cincinnati Reds,11
716736,Milwaukee Brewers,12
716736,Philadelphia Phillies,6
716740,Miami Marlins,8
716740,Washington Nationals,4
716742,New York Mets,8
716742,Seattle Mariners,12
716739,Boston Red Sox,5
716739,Kansas City Royals,10
716734,Chicago White Sox,7
716734,Detroit Tigers,11
716733,Pittsburgh Pirates,7
716733,St. Louis Cardinals,6
716737,Minnesota Twins,12
716737,Texas Rangers,8
716730,Colorado Rockies,11
716730,Toronto Blue Jays,7
716731,Los Angeles Angels,12
716731,Oakland Athletics,6
716732,Arizona Diamondbacks,10
716732,Baltimore Orioles,8
716728,San Diego Padres,5
716728,San Francisco Giants,9
716729,Cleveland Guardians,11
716729,Tampa Bay Rays,10
716725,Atlanta Braves,6
716725,Los Angeles Dodgers,5
716735,Houston Astros,6
716735,New York Yankees,12
716681,Chicago White Sox,8
716681,Kansas City Royals,3
716723,Chicago Cubs,4
716723,San Francisco Giants,13
716724,Houston Astros,2
716724,Texas Rangers,9
716726,Oakland Athletics,11
716726,Toronto Blue Jays,7
716721,Arizona Diamondbacks,7
716721,Colorado Rockies,14
716727,Cincinnati Reds,1
716727,Seattle Mariners,11
716722,Boston Red Sox,16
716722,Tampa Bay Rays,12
716719,Cleveland Guardians,5
716719,Minnesota Twins,4
716718,Milwaukee Brewers,6
716718,Pittsburgh Pirates,10
716720,Philadelphia Phillies,8
716720,San Diego Padres,9
716713,Baltimore Orioles,8
716713,Los Angeles Angels,9
716717,Cleveland Guardians,6
716717,Minnesota Twins,10
716714,Milwaukee Brewers,8
716714,Pittsburgh Pirates,7
716712,Cincinnati Reds,3
716712,Seattle Mariners,8
716716,Boston Red Sox,15
716716,Tampa Bay Rays,12
716710,Los Angeles Dodgers,10
716710,Miami Marlins,6
716715,New York Mets,3
716715,Washington Nationals,5
716711,Detroit Tigers,10
716711,New York Yankees,10
716709,Atlanta Braves,5
716709,St. Louis Cardinals,12
716708,Chicago Cubs,8
716708,San Francisco Giants,8
716704,Chicago White Sox,6
716704,Kansas City Royals,10
716705,Houston Astros,7
716705,Texas Rangers,5
716706,Baltimore Orioles,8
716706,Los Angeles Angels,10
716702,Arizona Diamondbacks,4
716702,Colorado Rockies,6
716707,Oakland Athletics,10
716707,Toronto Blue Jays,5
716703,Philadelphia Phillies,5
716703,San Diego Padres,1
716697,Milwaukee Brewers,9
716697,Pittsburgh Pirates,11
716700,Cleveland Guardians,6
716700,Minnesota Twins,11
716699,Chicago Cubs,7
716699,San Francisco Giants,5
716698,Oakland Athletics,9
716698,Toronto Blue Jays,7
716692,Arizona Diamondbacks,9
716692,Colorado Rockies,8
716691,Philadelphia Phillies,12
716691,San Diego Padres,11
716693,Cincinnati Reds,13
716693,Seattle Mariners,7
716696,Boston Red Sox,17
716696,Tampa Bay Rays,6
716695,Los Angeles Dodgers,12
716695,Miami Marlins,3
716701,New York Mets,7
716701,Washington Nationals,8
716694,Detroit Tigers,11
716694,New York Yankees,5
716689,Atlanta Braves,3
716689,St. Louis Cardinals,10
716688,Chicago White Sox,4
716688,Kansas City Royals,9
716687,Houston Astros,8
716687,Texas Rangers,8
716690,Baltimore Orioles,6
716690,Los Angeles Angels,5
716683,Seattle Mariners,6
716683,Tampa Bay Rays,14
716682,Los Angeles Dodgers,6
716682,Miami Marlins,6
716686,Detroit Tigers,14
716686,New York Yankees,9
716680,Atlanta Braves,6
716680,St. Louis Cardinals,8
716685,Arizona Diamondbacks,3
716685,Chicago Cubs,7
716684,Cleveland Guardians,2
716684,Los Angeles Angels,8
716678,Arizona Diamondbacks,15
716678,Chicago Cubs,8
716677,Cincinnati Reds,7
716677,St. Louis Cardinals,9
716671,Seattle Mariners,9
716671,Tampa Bay Rays,8
716675,Chicago White Sox,8
716675,Detroit Tigers,8
716676,Los Angeles Dodgers,7
716676,Washington Nationals,9
716679,Miami Marlins,8
716679,Philadelphia Phillies,8
716670,Milwaukee Brewers,11
716670,New York Yankees,9
716673,Kansas City Royals,13
716673,Toronto Blue Jays,9
716672,Baltimore Orioles,5
716672,Boston Red Sox,13
716674,Atlanta Braves,9
716674,Pittsburgh Pirates,9
716665,Oakland Athletics,10
716665,Texas Rangers,10
716669,Houston Astros,9
716669,San Diego Padres,9
716666,Minnesota Twins,8
716666,New York Mets,11
716667,Cleveland Guardians,5
716667,Los Angeles Angels,9
716668,Colorado Rockies,10
716668,San Francisco Giants,8
716659,Milwaukee Brewers,12
716659,New York Yankees,9
716654,Minnesota Twins,12
716654,New York Mets,9
716660,Arizona Diamondbacks,9
716660,Chicago Cubs,7
716661,Kansas City Royals,10
716661,Toronto Blue Jays,5
716662,Los Angeles Dodgers,10
716662,Washington Nationals,10
716656,Seattle Mariners,7
716656,Tampa Bay Rays,7
716664,Baltimore Orioles,10
716664,Boston Red Sox,8
716653,Miami Marlins,12
716653,Philadelphia Phillies,6
716658,Chicago White Sox,15
716658,Detroit Tigers,8
716655,Cincinnati Reds,12
716655,St. Louis Cardinals,5
716657,Oakland Athletics,12
716657,Texas Rangers,6
716649,Houston Astros,4
716649,San Diego Padres,10
716651,Atlanta Braves,11
716651,Pittsburgh Pirates,8
716663,Colorado Rockies,6
716663,San Francisco Giants,7
716650,Cleveland Guardians,5
716650,Los Angeles Angels,9
